age (bin),Division,Name,Region,sex,State,age,Census 2000 Gender,CENSUS2000,ESTBASE2000,Number of Records,POPESTIMATE2000,POPESTIMATE2001,POPESTIMATE2002,POPESTIMATE2003,POPESTIMATE2004,POPESTIMATE2005,POPESTIMATE2006
20,East North Central,Ohio,Midwest,Female,39,21,75622,75622,75611,1,76620,81674,84248,81164,77782,76284,78691
20,East North Central,Ohio,Midwest,Female,39,22,72150,72150,72147,1,72329,77193,82169,85026,81225,76712,75211
20,East North Central,Ohio,Midwest,Female,39,23,68881,68881,68880,1,69895,71550,76782,81565,84386,79548,74425
20,East North Central,Ohio,Midwest,Female,39,24,68243,68243,68244,1,67818,69107,70778,76168,80557,83235,77825
25,East North Central,Ohio,Midwest,Female,39,25,70442,70442,70443,1,70452,68310,69521,71222,76529,80598,83185
25,East North Central,Ohio,Midwest,Female,39,26,67819,67819,67819,1,68088,70406,68224,69395,71011,76306,80169
25,East North Central,Ohio,Midwest,Female,39,27,71418,71418,71418,1,70457,68009,70328,68103,69222,70737,76043
25,East North Central,Ohio,Midwest,Female,39,28,76759,76759,76760,1,75643,70074,67757,70031,67764,68744,70224
25,East North Central,Ohio,Midwest,Female,39,29,82692,82692,82692,1,81514,76152,70650,68367,70586,68164,69147
30,East North Central,Ohio,Midwest,Female,39,30,81369,81369,81369,1,81533,81336,75991,70462,68178,70279,67828
30,East North Central,Ohio,Midwest,Female,39,31,77259,77259,77259,1,78083,81258,81101,75755,70203,67864,69953
30,East North Central,Ohio,Midwest,Female,39,32,76150,76150,76151,1,76072,78091,81130,81072,75758,70056,67741
30,East North Central,Ohio,Midwest,Female,39,33,77779,77779,77780,1,77416,76049,78031,81066,81116,75663,69895
30,East North Central,Ohio,Midwest,Female,39,34,81066,81066,81066,1,80046,77428,76080,78074,81103,81108,75588
35,East North Central,Ohio,Midwest,Female,39,35,87577,87577,87579,1,85922,79588,77048,75692,77690,80610,80669
35,East North Central,Ohio,Midwest,Female,39,36,87771,87771,87774,1,87710,85803,79507,76987,75608,77544,80486
35,East North Central,Ohio,Midwest,Female,39,37,88451,88451,88454,1,88526,87349,85367,79130,76605,75140,77144
35,East North Central,Ohio,Midwest,Female,39,38,90642,90642,90644,1,90194,89018,87701,85761,79516,76942,75579
35,East North Central,Ohio,Midwest,Female,39,39,93449,93449,93451,1,93370,89706,88411,87125,85217,78907,76405
40,East North Central,Ohio,Midwest,Female,39,40,95023,95023,95024,1,94528,93542,89771,88531,87247,85270,79015
40,East North Central,Ohio,Midwest,Female,39,41,93280,93280,93282,1,93890,94287,93245,89488,88299,86920,84962
40,East North Central,Ohio,Midwest,Female,39,42,95932,95932,95934,1,95332,93547,93914,92886,89171,87911,86503
40,East North Central,Ohio,Midwest,Female,39,43,92599,92599,92600,1,93987,95569,93659,93959,93065,89228,87968
40,East North Central,Ohio,Midwest,Female,39,44,90509,90509,90511,1,90468,93769,95246,93272,93675,92678,88843
45,East North Central,Ohio,Midwest,Female,39,45,90861,90861,90864,1,90658,90343,93587,94972,93079,93377,92424
45,East North Central,Ohio,Midwest,Female,39,46,85930,85930,85931,1,87092,90340,89980,93124,94597,92603,92965
45,East North Central,Ohio,Midwest,Female,39,47,84615,84615,84616,1,84657,86553,89754,89325,92553,93952,91996
45,East North Central,Ohio,Midwest,Female,39,48,82547,82547,82548,1,82613,84495,86348,89535,89145,92281,93775
45,East North Central,Ohio,Midwest,Female,39,49,79826,79826,79827,1,80980,82531,84338,86154,89397,88944,92152
50,East North Central,Ohio,Midwest,Female,39,50,80630,80630,80630,1,80307,80485,82014,83778,85608,88819,88460
50,East North Central,Ohio,Midwest,Female,39,51,77591,77591,77592,1,78387,79923,80067,81592,83373,85161,88449
50,East North Central,Ohio,Midwest,Female,39,52,80195,80195,80195,1,78387,77811,79338,79501,81047,82800,84618
50,East North Central,Ohio,Midwest,Female,39,53,78488,78488,78489,1,82465,77550,76993,78530,78753,80268,82055
50,East North Central,Ohio,Midwest,Female,39,54,56723,56723,56724,1,57567,82058,76990,76446,78027,78238,79848
55,East North Central,Ohio,Midwest,Female,39,55,57805,57805,57807,1,57745,56780,81112,75979,75511,77111,77408
55,East North Central,Ohio,Midwest,Female,39,56,58885,58885,58884,1,58214,57082,56033,80323,75052,74616,76303
55,East North Central,Ohio,Midwest,Female,39,57,62415,62415,62417,1,63465,57830,56749,55723,79915,74492,74186
55,East North Central,Ohio,Midwest,Female,39,58,56079,56079,56079,1,56842,62751,57126,56074,55039,79225,73724
55,East North Central,Ohio,Midwest,Female,39,59,52064,52064,52065,1,52535,56134,61994,56279,55356,54344,78610
60,East North Central,Ohio,Midwest,Female,39,60,50501,50501,50501,1,50855,51882,55441,61174,55484,54610,53689
60,East North Central,Ohio,Midwest,Female,39,61,49876,49876,49877,1,49864,50219,51159,54713,60431,54731,53987
60,East North Central,Ohio,Midwest,Female,39,62,49070,49070,49070,1,49470,48926,49289,50259,53790,59471,53800
60,East North Central,Ohio,Midwest,Female,39,63,45891,45891,45891,1,46105,48704,48094,48471,49483,53005,58676
60,East North Central,Ohio,Midwest,Female,39,64,45753,45753,45753,1,45460,45379,47988,47308,47737,48757,52293
65,East North Central,Ohio,Midwest,Female,39,65,46246,46246,46246,1,46401,44934,44843,47411,46648,47049,47997
65,East North Central,Ohio,Midwest,Female,39,66,41648,41648,41648,1,41885,45586,44106,44030,46490,45666,46058
65,East North Central,Ohio,Midwest,Female,39,67,43117,43117,43117,1,42691,41203,44849,43395,43298,45709,44830
65,East North Central,Ohio,Midwest,Female,39,68,43489,43489,43489,1,43461,42105,40633,44288,42723,42605,44963
65,East North Central,Ohio,Midwest,Female,39,69,44441,44441,44441,1,43746,42603,41270,39837,43417,41797,41650
70,East North Central,Ohio,Midwest,Female,39,70,44695,44695,44695,1,44810,42768,41689,40456,38953,42519,40872
70,East North Central,Ohio,Midwest,Female,39,71,43395,43395,43394,1,43230,43840,41779,40724,39535,38013,41487
70,East North Central,Ohio,Midwest,Female,39,72,44761,44761,44761,1,44380,42185,42749,40743,39745,38564,37002
70,East North Central,Ohio,Midwest,Female,39,73,43100,43100,43101,1,43221,43132,40966,41571,39517,38557,37350
70,East North Central,Ohio,Midwest,Female,39,74,42550,42550,42550,1,42193,41882,41836,39760,40251,38248,37340
75,East North Central,Ohio,Midwest,Female,39,75,42688,42688,42688,1,42535,40962,40696,40616,38605,39082,36990
75,East North Central,Ohio,Midwest,Female,39,76,40900,40900,40901,1,41167,41056,39592,39361,39194,37237,37639
75,East North Central,Ohio,Midwest,Female,39,77,38231,38231,38231,1,38427,39492,39413,38047,37700,37593,35632
75,East North Central,Ohio,Midwest,Female,39,78,38307,38307,38308,1,37819,36789,37874,37877,36502,36198,36087
75,East North Central,Ohio,Midwest,Female,39,79,34992,34992,34992,1,35340,36038,35059,36126,36129,34768,34419
80,East North Central,Ohio,Midwest,Female,39,80,32295,32295,32295,1,32804,33548,34180,33252,34356,34373,32993
80,East North Central,Ohio,Midwest,Female,39,81,29664,29664,29664,1,29380,30970,31677,32314,31386,32511,32534
80,East North Central,Ohio,Midwest,Female,39,82,27547,27547,27547,1,28101,27464,29112,29833,30351,29494,30535
80,East North Central,Ohio,Midwest,Female,39,83,25280,25280,25280,1,25225,26350,25691,27330,28006,28569,27760
80,East North Central,Ohio,Midwest,Female,39,84,23228,23228,23228,1,23261,23173,24338,23617,25181,25937,26471
85,East North Central,Ohio,Midwest,Female,39,85,128624,128624,128623,1,129629,132740,135603,139657,142121,146748,151546
0,East North Central,Wisconsin,Midwest,Female,55,0,32789,32789,32789,1,33153,33580,33518,33613,34490,34264,33756
0,East North Central,Wisconsin,Midwest,Female,55,1,33530,33530,33530,1,33328,33324,33721,33622,33709,34558,34358
0,East North Central,Wisconsin,Midwest,Female,55,2,33148,33148,33148,1,33252,33471,33438,33766,33691,33747,34631
0,East North Central,Wisconsin,Midwest,Female,55,3,33463,33463,33464,1,33385,33433,33616,33516,33849,33767,33850
0,East North Central,Wisconsin,Midwest,Female,55,4,34369,34369,34369,1,34207,33565,33583,33695,33603,33904,33882
5,East North Central,Wisconsin,Midwest,Female,55,5,35052,35052,35053,1,35090,34384,33715,33669,33772,33656,34000
5,East North Central,Wisconsin,Midwest,Female,55,6,35920,35920,35920,1,35785,35257,34521,33794,33755,33820,33741
5,East North Central,Wisconsin,Midwest,Female,55,7,37013,37013,37013,1,36765,35947,35396,34594,33880,33810,33906
5,East North Central,Wisconsin,Midwest,Female,55,8,37863,37863,37864,1,37690,36938,36091,35472,34676,33947,33914
5,East North Central,Wisconsin,Midwest,Female,55,9,39130,39130,39130,1,38829,37837,37055,36145,35533,34714,34028
10,East North Central,Wisconsin,Midwest,Female,55,10,39622,39622,39622,1,39934,38973,37950,37104,36209,35568,34787
10,East North Central,Wisconsin,Midwest,Female,55,11,38615,38615,38615,1,38904,40070,39083,37992,37159,36235,35636
10,East North Central,Wisconsin,Midwest,Female,55,12,38890,38890,38891,1,38896,39052,40193,39139,38061,37197,36309
10,East North Central,Wisconsin,Midwest,Female,55,13,39117,39117,39117,1,39282,38986,39119,40204,39168,38058,37234
10,East North Central,Wisconsin,Midwest,Female,55,14,40165,40165,40166,1,40120,39409,39096,39181,40280,39217,38153
15,East North Central,Wisconsin,Midwest,Female,55,15,39952,39952,39952,1,40369,40204,39464,39091,39212,40277,39260
15,East North Central,Wisconsin,Midwest,Female,55,16,39174,39174,39175,1,39227,40394,40199,39380,39044,39131,40244
15,East North Central,Wisconsin,Midwest,Female,55,17,39239,39239,39238,1,39242,39029,40161,39893,39093,38733,38881
15,East North Central,Wisconsin,Midwest,Female,55,18,39622,39622,39622,1,39660,37371,37044,37985,37720,37008,36917
15,East North Central,Wisconsin,Midwest,Female,55,19,40423,40423,40423,1,40247,41056,39500,39052,39967,39758,39290
20,East North Central,Wisconsin,Midwest,Female,55,20,39686,39686,39686,1,40183,40658,41699,40053,39718,40659,40549
20,East North Central,Wisconsin,Midwest,Female,55,21,36703,36703,36703,1,37154,39860,40379,41774,39831,39582,40648
20,East North Central,Wisconsin,Midwest,Female,55,22,34861,34861,34861,1,34975,36265,39175,39704,41623,38992,39053
20,East North Central,Wisconsin,Midwest,Female,55,23,32473,32473,32473,1,32959,32906,34366,37409,37897,40124,36880
20,East North Central,Wisconsin,Midwest,Female,55,24,31197,31197,31197,1,31045,32201,32169,33693,36704,36983,39351
25,East North Central,Wisconsin,Midwest,Female,55,25,31784,31784,31784,1,31820,30717,31952,31846,33368,36297,36536
25,East North Central,Wisconsin,Midwest,Female,55,26,30194,30194,30194,1,30353,32478,31381,32629,32396,33948,36920
25,East North Central,Wisconsin,Midwest,Female,55,27,31498,31498,31498,1,31117,30485,32647,31512,32673,32381,34110
25,East North Central,Wisconsin,Midwest,Female,55,28,33668,33668,33668,1,33225,31474,30856,33035,31797,32934,32755
25,East North Central,Wisconsin,Midwest,Female,55,29,36758,36758,36758,1,36289,33434,31710,31118,33252,31925,33224
30,East North Central,Wisconsin,Midwest,Female,55,30,36457,36457,36457,1,36566,36753,33915,32194,31544,33583,32350
30,East North Central,Wisconsin,Midwest,Female,55,31,35104,35104,35105,1,35530,36585,36918,33980,32259,31524,33665
30,East North Central,Wisconsin,Midwest,Female,55,32,35675,35675,35675,1,35691,35813,36975,37220,34257,32474,31793
30,East North Central,Wisconsin,Midwest,Female,55,33,37451,37451,37453,1,37320,36090,36299,37363,37631,34613,32882
30,East North Central,Wisconsin,Midwest,Female,55,34,39154,39154,39154,1,38716,37544,36369,36484,37482,37795,34768
35,East North Central,Wisconsin,Midwest,Female,55,35,41741,41741,41743,1,40993,38909,37718,36502,36542,37616,37947
35,East North Central,Wisconsin,Midwest,Female,55,36,42455,42455,42455,1,42452,41001,38925,37684,36376,36411,37513
35,East North Central,Wisconsin,Midwest,Female,55,37,43210,43210,43211,1,43280,42618,41185,39081,37768,36446,36520
35,East North Central,Wisconsin,Midwest,Female,55,38,44358,44358,44358,1,44187,43344,42707,41248,39132,37742,36500
35,East North Central,Wisconsin,Midwest,Female,55,39,45828,45828,45828,1,45862,44407,43573,42897,41508,39348,37969
40,East North Central,Wisconsin,Midwest,Female,55,40,45838,45838,45838,1,45626,45902,44428,43539,42944,41472,39322
40,East North Central,Wisconsin,Midwest,Female,55,41,43990,43990,43991,1,44317,46104,46362,44822,44027,43383,41929
40,East North Central,Wisconsin,Midwest,Female,55,42,44453,44453,44453,1,44225,44217,45998,46197,44732,43896,43274
40,East North Central,Wisconsin,Midwest,Female,55,43,42601,42601,42602,1,43287,44228,44200,45914,46201,44674,43843
40,East North Central,Wisconsin,Midwest,Female,55,44,41961,41961,41961,1,41964,43258,44178,44082,45891,46115,44587
45,East North Central,Wisconsin,Midwest,Female,55,45,42318,42318,42318,1,42269,42075,43376,44240,44225,45978,46185
45,East North Central,Wisconsin,Midwest,Female,55,46,40318,40318,40318,1,40884,42258,42085,43345,44260,44192,45938
45,East North Central,Wisconsin,Midwest,Female,55,47,39489,39489,39488,1,39541,40897,42263,42057,43331,44231,44154
45,East North Central,Wisconsin,Midwest,Female,55,48,38819,38819,38820,1,38886,39347,40716,42066,41838,43108,44021
45,East North Central,Wisconsin,Midwest,Female,55,49,36128,36128,36128,1,36708,39061,39471,40835,42184,41976,43243
50,East North Central,Wisconsin,Midwest,Female,55,50,36430,36430,36430,1,36305,36628,38987,39382,40754,42114,41889
50,East North Central,Wisconsin,Midwest,Female,55,51,34452,34452,34452,1,34821,36241,36536,38875,39266,40636,41984
50,East North Central,Wisconsin,Midwest,Female,55,52,35141,35141,35141,1,34335,34944,36334,36590,38965,39303,40698
50,East North Central,Wisconsin,Midwest,Female,55,53,34130,34130,34130,1,35906,34091,34671,36044,36338,38676,39043
50,East North Central,Wisconsin,Midwest,Female,55,54,26374,26374,26374,1,26813,35784,33957,34529,35907,36152,38544
55,East North Central,Wisconsin,Midwest,Female,55,55,26604,26604,26604,1,26589,26807,35743,33872,34509,35837,36117
55,East North Central,Wisconsin,Midwest,Female,55,56,26643,26643,26643,1,26361,26324,26541,35391,33610,34178,35558
55,East North Central,Wisconsin,Midwest,Female,55,57,27706,27706,27706,1,28211,26330,26309,26473,35361,33521,34111
55,East North Central,Wisconsin,Midwest,Female,55,58,24661,24661,24661,1,25015,27902,26024,25961,26154,34954,33203
55,East North Central,Wisconsin,Midwest,Female,55,59,22765,22765,22765,1,22990,24867,27706,25853,25806,25977,34794
60,East North Central,Wisconsin,Midwest,Female,55,60,21799,21799,21799,1,21980,22912,24738,27583,25738,25702,25929
60,East North Central,Wisconsin,Midwest,Female,55,61,21636,21636,21636,1,21652,21763,22687,24500,27337,25499,25474
60,East North Central,Wisconsin,Midwest,Female,55,62,21210,21210,21211,1,21406,21438,21518,22468,24261,27047,25231
60,East North Central,Wisconsin,Midwest,Female,55,63,20393,20393,20394,1,20519,21203,21208,21305,22241,23981,26765
60,East North Central,Wisconsin,Midwest,Female,55,64,20381,20381,20381,1,20298,20354,21023,21025,21154,22055,23790
65,East North Central,Wisconsin,Midwest,Female,55,65,19662,19662,19662,1,19731,20076,20141,20807,20809,20933,21820
65,East North Central,Wisconsin,Midwest,Female,55,66,18461,18461,18461,1,18569,19411,19750,19820,20490,20497,20606
65,East North Central,Wisconsin,Midwest,Female,55,67,19126,19126,19126,1,18954,18381,19226,19542,19599,20296,20294
65,East North Central,Wisconsin,Midwest,Female,55,68,19125,19125,19125,1,19074,18657,18090,18946,19257,19321,20019
65,East North Central,Wisconsin,Midwest,Female,55,69,19974,19974,19974,1,19665,18768,18371,17809,18640,18964,19019
70,East North Central,Wisconsin,Midwest,Female,55,70,19570,19570,19570,1,19628,19298,18401,18027,17442,18312,18666
70,East North Central,Wisconsin,Midwest,Female,55,71,18919,18919,18920,1,18843,19295,18960,18075,17736,17202,18054
70,East North Central,Wisconsin,Midwest,Female,55,72,19331,19331,19331,1,19169,18429,18937,18564,17690,17399,16921
70,East North Central,Wisconsin,Midwest,Female,55,73,18733,18733,18733,1,18779,18656,17950,18489,18094,17258,16990
70,East North Central,Wisconsin,Midwest,Female,55,74,18025,18025,18025,1,17885,18302,18195,17495,18032,17655,16846
75,East North Central,Wisconsin,Midwest,Female,55,75,18213,18213,18213,1,18123,17446,17836,17708,17069,17614,17233
75,East North Central,Wisconsin,Midwest,Female,55,76,17610,17610,17610,1,17723,17626,16992,17338,17224,16637,17173
75,East North Central,Wisconsin,Midwest,Female,55,77,16970,16970,16970,1,17061,17115,17021,16446,16789,16699,16106
75,East North Central,Wisconsin,Midwest,Female,55,78,16888,16888,16888,1,16646,16433,16534,16431,15852,16233,16179
75,East North Central,Wisconsin,Midwest,Female,55,79,15873,15873,15873,1,16037,16044,15855,15943,15864,15328,15681
80,East North Central,Wisconsin,Midwest,Female,55,80,14696,14696,14696,1,14947,15263,15350,15179,15260,15230,14653
80,East North Central,Wisconsin,Midwest,Female,55,81,14071,14071,14071,1,13911,14188,14467,14556,14430,14515,14464
80,East North Central,Wisconsin,Midwest,Female,55,82,13443,13443,13444,1,13720,13313,13651,13902,13967,13873,14011
80,East North Central,Wisconsin,Midwest,Female,55,83,12313,12313,12313,1,12291,12817,12513,12857,13066,13182,13129
80,East North Central,Wisconsin,Midwest,Female,55,84,11666,11666,11666,1,11682,11434,12044,11643,12029,12282,12398
85,East North Central,Wisconsin,Midwest,Female,55,85,68374,68374,68374,1,68903,70071,71157,72675,73646,75254,76966
